Country Name,IFS id,Year,Portfolio equity assets (stock),Portfolio equity liabilities (stock),FDI assets (stock),FDI liabilities (stock),Debt assets (stock),Debt liabilities (stock),financial derivatives (assets),financial derivatives (liab),FX Reserves minus gold,Total assets,Total liabilities,NFA,OFFICIAL IIP,NFA (alternative FDI or equity valuation),GDP (US$),NFA/GDP,current account (IFS or WEO),capital account balance,Portfolio debt assets,Portfolio debt liabilities,Other investment assets,Other investment liabilities,FDI assets (other),FDI liabilities (other),Exchange rate (period avg),Exchange rate (end of period),1.000000000000000
"Afghanistan, I.R. of",512,1980,,,,11.100030000000000,,,,,,,,,,,,,53.600000000000000,0.000000000000000,,,,,,,426.594870092648000,446.714940599661000,5301.000000000000000
"Afghanistan, I.R. of",512,1981,,,,11.280030000000000,,,,,,,,,,,,,-205.800000000000000,0.000000000000000,,,,,,,478.628621609011000,492.994023867892000,5302.000000000000000
"Afghanistan, I.R. of",512,1982,,,,11.380030000000000,,,,,,,,,,,,,-67.300000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5303.000000000000000
"Afghanistan, I.R. of",512,1983,,,,11.380040000000000,,,,,,,,,,,,,-138.800000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5304.000000000000000
"Afghanistan, I.R. of",512,1984,,,,11.380050000000000,,,,,,,,,,,,,-450.600000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5305.000000000000000
"Afghanistan, I.R. of",512,1985,,,,11.380060000000000,,,,,,,,,,,,,-243.200000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5306.000000000000000
"Afghanistan, I.R. of",512,1986,,,,11.380070000000000,,,,,,,,,,,,,-537.200000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5307.000000000000000
"Afghanistan, I.R. of",512,1987,,,,11.780070000000000,,,,,,,,,,,,,-166.900000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5308.000000000000000
"Afghanistan, I.R. of",512,1988,,,,11.780080000000000,,,,,,,,,,,,,26.200000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5309.000000000000000
"Afghanistan, I.R. of",512,1989,,,,11.780090000000000,,,,,,,,,,,,,-143.300000000000000,0.000000000000000,,,,,,,487.500291941612000,492.994023867892000,5310.000000000000000
"Afghanistan, I.R. of",512,1990,,,,11.780100000000000,,,,,,,,,,,,,,,,,,,,,487.500291941612000,492.994023867892000,5311.000000000000000
"Afghanistan, I.R. of",512,1991,,,,11.500100000000000,,,,,,,,,,,,,,,,,,,,,487.500291941612000,492.994023867892000,5312.000000000000000
"Afghanistan, I.R. of",512,1992,,,,11.860100000000000,,,,,,,,,,,,,,,,,,,,,487.500291941612000,492.994023867892000,5313.000000000000000
"Afghanistan, I.R. of",512,1993,,,,11.840100000000000,,,,,,,,,,,,,,,,,,,,,487.500291941612000,492.994023867892000,5314.000000000000000
"Afghanistan, I.R. of",512,1994,,,,11.860100000000000,,,,,,,,,,,,,,,,,,,,,481.816000000000000,50.000000000000000,5315.000000000000000
"Afghanistan, I.R. of",512,1995,,,,11.766773333300000,,,,,,,,,,,,,,,,,,,,,36.567144623655900,47.500000000000000,5316.000000000000000
"Afghanistan, I.R. of",512,1996,,,,12.456773333300000,,,,,,,,,,,,,,,,,,,,,47.500000000000000,47.500000000000000,5317.000000000000000
"Afghanistan, I.R. of",512,1997,,,,10.996773333300000,,,,,,,,,,,,,,,,,,,,,47.500000000000000,47.500000000000000,5318.000000000000000
"Afghanistan, I.R. of",512,1998,,,,10.986773333300000,,,,,,,,,,,,,,,,,,,,,47.500000000000000,47.500000000000000,5319.000000000000000
"Afghanistan, I.R. of",512,1999,,,,17.026773333300000,,,,,,,,,,,,,,,,,,,,,46.619531077188900,46.791100000000000,5320.000000000000000
"Afghanistan, I.R. of",512,2000,,,,17.196773333300000,,,,,,,,,,,,,,,,,,,,,47.357574731182800,47.504800000000000,5321.000000000000000
"Afghanistan, I.R. of",512,2001,,,,17.876773333300000,,,,,,,,,,,,,,,,,,,,,47.500014516129000,47.258979000000000,5322.000000000000000
"Afghanistan, I.R. of",512,2002,0.000000000000000,0.000000000000000,0.000000000000000,67.876773333300000,352.000000000000000,539.169907000000000,0.000000000000000,0.000000000000000,164.480566347500000,516.480566347500000,607.046680333300000,-90.566113985799900,,,4135.209561980060000,-0.021901215072262,-149.834301780116000,338.502000000000000,,,,,,,47.263000000000000,47.263000000000000,5323.000000000000000
"Afghanistan, I.R. of",512,2003,0.000000000000000,0.000000000000000,0.000000000000000,125.676773333300000,246.000000000000000,639.673348483000000,0.000000000000000,0.000000000000000,467.214590752250000,713.214590752250000,765.350121816300000,-52.135531064050000,,,4583.857197185610000,-0.011373724970329,-755.780512014827000,333.371224354100000,,,,,,,48.762753583333300,48.865000000000000,5324.000000000000000
"Afghanistan, I.R. of",512,2004,0.000000000000000,1.214889848114010,0.000000000000000,312.576773333300000,599.000000000000000,763.089938000000000,0.000000000000000,0.000000000000000,1044.556496666670000,1643.556496666670000,1076.881601181410000,566.674895485253000,,,5280.601207721380000,0.107312571655033,-246.091461085638000,-58.039390089651800,,,,,,,47.845312500000000,48.220000000000000,5325.000000000000000
"Afghanistan, I.R. of",512,2005,0.000000000000000,5.022156573116690,0.000000000000000,583.576773333300000,777.000000000000000,866.142469000000000,0.000000000000000,0.000000000000000,1243.963003916670000,2020.963003916670000,1454.741398906420000,566.221605010250000,,,6272.185014538980000,0.090275016393449,-167.761686659513000,171.795289150667000,,,,,,,49.494597500000000,50.410000000000000,5326.000000000000000
"Afghanistan, I.R. of",512,2006,0.000000000000000,6.295335923862250,0.000000000000000,821.576773333300000,1026.000000000000000,969.195000000000000,0.000000000000000,0.000000000000000,1589.037637333330000,2615.037637333330000,1797.067109257160000,817.970528076171000,,,7058.088983342050000,0.115891217864592,-393.812834615108000,304.989203190537000,,,,,,,49.925330833333300,49.850000000000000,5327.000000000000000
"Afghanistan, I.R. of",512,2007,0.000000000000000,17.990757855822600,0.000000000000000,1010.266773333300000,1598.000000000000000,2014.936105125530000,0.000000000000000,0.000000000000000,2156.324611000000000,3754.324611000000000,3043.193636314650000,711.130974685348000,,,8746.035847713800000,0.081308948084318,114.656671039458000,188.259540744029000,,,,,,,49.962017770397200,49.720000000000000,5328.000000000000000
"Afghanistan, I.R. of",512,2008,0.000000000000000,3.571428571428570,0.000000000000000,1104.654774333300000,1525.000000000000000,2059.972927878950000,0.000000000000000,0.000000000000000,2430.835946073250000,3955.835946073250000,3168.199130783680000,787.636815289571000,,,10470.215610267600000,0.075226417927552,-1618.859265007650000,389.375985369000000,,,,,,,50.250012328130800,52.140000000000000,5329.000000000000000
"Afghanistan, I.R. of",512,2009,5.872176235929350,5.882352941176470,0.000000000000000,1180.390334333300000,2100.000000000000000,1169.628489852160000,0.000000000000000,0.000000000000000,3501.370796148320000,5607.242972384250000,2355.901177126640000,3251.341795257610000,,,12486.738585596500000,0.260383587993750,-1827.998171687700000,519.762402020896000,,,,,,,50.233333333333300,48.740000000000000,5330.000000000000000
"Afghanistan, I.R. of",512,2010,7.648530444971710,5.992382954298250,0.000000000000000,1391.644042333300000,2433.000000000000000,1306.665465352160000,0.000000000000000,0.000000000000000,4174.366749001690000,6615.015279446660000,2704.301890639760000,3910.713388806900000,,,15939.928290919900000,0.245340714050428,-2687.715916082820000,583.037058424304000,,,,,,,46.453333333333300,45.270000000000000,5331.000000000000000
"Afghanistan, I.R. of",512,2011,6.928778466720660,5.961413180563520,0.000000000000000,1475.055497333300000,3037.000000000000000,1215.397097045910000,0.000000000000000,0.000000000000000,5268.341925993390000,8312.270704460110000,2696.414007559770000,5615.856696900340000,,,18067.036358703400000,0.310834416082581,-16.707975573053800,156.315665190327000,,,,,,,46.747500000000000,49.040000000000000,5332.000000000000000
Albania,914,1970,,,,,,,,,,,,,,,1442.261135853810000,,,,,,,,,,,,7957.000000000000000
Albania,914,1971,,,,,,,,,,,,,,,1481.202077107010000,,,,,,,,,,,,7958.000000000000000
Albania,914,1972,,,,,,,,,,,,,,,1521.194533188900000,,,,,,,,,,,,7959.000000000000000
Albania,914,1973,,,,,,,,,,,,,,,1562.266811003440000,,,,,,,,,,,,7960.000000000000000
Albania,914,1974,,,,,,,,,,,,,,,1604.447908256530000,,,,,,,,,,,,7961.000000000000000
Albania,914,1975,,,,,,,,,,,,,,,1647.767829873130000,,,,,,,,,,,,7962.000000000000000
Albania,914,1976,,,,,,,,,,,,,,,1692.257377069000000,,,,,,,,,,,,7963.000000000000000
Albania,914,1977,,,,,,,,,,,,,,,1737.948256545970000,,,,,,,,,,,,7964.000000000000000
Albania,914,1978,,,,,,,,,,,,,,,1784.871746744860000,,,,,,,,,,,,7965.000000000000000
Albania,914,1979,,,,,,,,,,,,,,,1833.064201378950000,,,,,,,,,,,,7966.000000000000000
Albania,914,1980,,,,,,,,,,,,,,,1832.781109947370000,,16.000000000000000,0.000000000000000,,,,,,,,,7967.000000000000000
Albania,914,1981,,,,,,,,,,,,,,,2099.306102408430000,,45.000000000000000,0.000000000000000,,,,,,,,,7968.000000000000000
Albania,914,1982,,,,,,,,,,,,,,,2161.995347721120000,,-66.800000000000000,0.000000000000000,,,,,,,,,7969.000000000000000
Albania,914,1983,,,,,,,,,,,,,,,2184.197788769360000,,-38.300000000000000,0.000000000000000,,,,,,,,,7970.000000000000000
Albania,914,1984,,,,,,,,,,,,,,,2156.248833567450000,,-28.100000000000000,0.000000000000000,,,,,,,,,7971.000000000000000
Albania,914,1985,,,,,,,,,,,,,,,2202.351549391150000,,-36.400000000000000,0.000000000000000,,,,,,,,,7972.000000000000000
Albania,914,1986,,,,,,,,,,,,,,,2435.839580937500000,,-3.200000000000000,0.000000000000000,,,,,,,,,7973.000000000000000
Albania,914,1987,,,,,,,,,,,,,,,2416.789886687500000,,5.200000000000000,0.000000000000000,,,,,,,,,7974.000000000000000
Albania,914,1988,,,,,,,,,,,,,,,2382.332351500000000,,-27.100000000000000,0.000000000000000,,,,,,,,,7975.000000000000000
Albania,914,1989,,,,,,,,,,,,,,,2616.671605031250000,,-39.300000000000000,0.000000000000000,,,,,,,,,7976.000000000000000
Albania,914,1990,,,,,,,,,,,,,,,2091.439744171610000,,-118.300000000000000,0.000000000000000,,,,,,,,,7977.000000000000000
Albania,914,1991,,,,,,,,,,,,,,,1255.260907215150000,,-168.000000000000000,0.000000000000000,,,,,,,,,7978.000000000000000
Albania,914,1992,,,,,,,,,,,,,,,794.276904766977000,,-50.700000000000000,0.000000000000000,,,,,,,75.032500000000000,102.900000000000000,7979.000000000000000
Albania,914,1993,0.000000000000000,0.000000000000000,0.000000000000000,60.113379166146600,137.000000000000000,786.034000000000000,0.000000000000000,0.000000000000000,147.417856280000000,284.417856280000000,846.147379166147000,-561.729522886146000,,,1375.634428354550000,-0.408342152033845,14.900000000000000,0.000000000000000,,,,,,,102.062500000000000,98.700000000000000,7980.000000000000000
Albania,914,1994,0.000000000000000,0.000000000000000,0.000000000000000,100.959649625195000,203.257035000000000,883.115000000000000,0.000000000000000,0.000000000000000,204.804120331550000,408.061155331550000,984.074649625195000,-576.013494293645000,,,2223.284739627770000,-0.259082196727569,-157.300000000000000,0.000000000000000,,,,,,,94.623333333333300,95.590000000000000,7981.000000000000000
Albania,914,1995,0.000000000000000,0.000000000000000,0.000000000000000,154.907554005070000,279.996180000000000,458.860000000000000,0.000000000000000,0.000000000000000,241.050767248250000,521.046947248250000,613.767554005070000,-92.720606756820000,,,2713.820698666490000,-0.034166076927035,-11.500000000000000,389.400000000000000,,,,,,,92.697500000000000,94.240000000000000,7982.000000000000000
Albania,914,1996,0.000000000000000,0.000000000000000,0.000000000000000,230.370574973970000,380.818764000000000,493.052000000000000,0.000000000000000,0.000000000000000,280.860657832640000,661.679421832640000,723.422574973970000,-61.743153141329700,,,3013.186602870810000,-0.020490982232068,-107.300000000000000,4.800000000000000,,,,,,,104.498916666667000,103.070000000000000,7983.000000000000000
Albania,914,1997,0.000000000000000,0.000000000000000,0.000000000000000,258.974015620133000,306.225023000000000,517.555000000000000,0.000000000000000,0.000000000000000,308.927385059000000,615.152408059000000,776.529015620133000,-161.376607561133000,,,2196.223585548740000,-0.073479134193349,-272.232500000000000,2.000000000000000,,,,,,,148.932916666667000,149.140000000000000,7984.000000000000000
Albania,914,1998,0.000000000000000,3.436076577781650,0.000000000000000,328.431483938730000,394.454467000000000,626.212000000000000,0.000000000000000,0.000000000000000,384.220899973450000,778.675366973450000,958.079560516511000,-179.404193543061000,,,2729.030797823700000,-0.065739160469032,-65.070000000000000,31.000000000000000,,,,,,,150.633333333333000,140.580000000000000,7985.000000000000000
Albania,914,1999,0.000000000000000,6.872153155563300,0.000000000000000,360.841970182759000,493.038366000000000,773.243000000000000,0.000000000000000,0.000000000000000,488.299547067725000,981.337913067725000,1140.957123338320000,-159.619210270597000,,,3430.226597260300000,-0.046533138772256,-155.400000000000000,22.600000000000000,,,,,,,137.690583333333000,135.120000000000000,7986.000000000000000
Albania,914,2000,0.000000000000000,10.308229733345000,0.000000000000000,454.452105199586000,513.052720000000000,1122.520000000000000,0.000000000000000,0.000000000000000,615.647470180888000,1128.700190180890000,1587.280334932930000,-458.580144752043000,,,3640.018644487260000,-0.125982910951996,-156.300000000000000,78.000000000000000,,,,,,,143.709416666667000,142.640000000000000,7987.000000000000000
Albania,914,2001,0.000000000000000,13.744306311126600,0.000000000000000,643.401550034772000,667.472354448920000,1155.620000000000000,0.000000000000000,0.000000000000000,739.903013845967000,1407.375368294890000,1812.765856345900000,-405.390488051012000,,,4065.286479428050000,-0.099720029597532,-217.300000000000000,117.700000000000000,,,,,,,143.484833333333000,136.550000000000000,7988.000000000000000
Albania,914,2002,0.000000000000000,15.985209426055800,0.000000000000000,756.151729566634000,666.288811828960000,1182.250000000000000,0.000000000000000,0.000000000000000,838.777489739221000,1505.066301568180000,1954.386938992690000,-449.320637424509000,,,4435.077594941500000,-0.101310659803785,-407.520000000000000,121.220000000000000,,,,,,,140.154515875000000,133.740000000000000,7989.000000000000000
Albania,914,2003,0.000000000000000,18.747211852016200,0.000000000000000,1098.943709298500000,798.485618128418000,1552.540000000000000,0.000000000000000,0.000000000000000,1009.421251939360000,1807.906870067780000,2670.230921150520000,-862.324051082741000,,,5746.951953262290000,-0.150048940394088,-406.814698259078000,156.951609000000000,,,,,,,121.863250000000000,106.580000000000000,7990.000000000000000
Albania,914,2004,0.000000000000000,25.633073158647800,24.585921325000000,1514.329501194580000,974.937938107928000,1607.060000000000000,0.000000000000000,0.000000000000000,1357.601790468780000,2357.125649901710000,3147.022574353230000,-789.896924451518000,,,7351.887026919370000,-0.107441384988543,-357.925427326320000,132.406711620000000,,,,,,,102.780051196172000,92.640000000000000,7991.000000000000000
Albania,914,2005,0.000000000000000,28.339735155956200,20.597565334800000,1538.440554320190000,914.849098904527000,2101.440000000000000,0.000000000000000,0.000000000000000,1404.087777898670000,2339.534442138000000,3668.220289476150000,-1328.685847338150000,,,8212.726168065940000,-0.161783775587766,-571.475353650417000,122.908636481470000,,,,,,,99.870254480899200,103.580000000000000,7992.000000000000000
Albania,914,2006,0.000000000000000,34.177565698843400,37.771582020800000,1942.822837146610000,1247.034107084000000,2466.200000000000000,0.000000000000000,0.000000000000000,1768.802827458780000,3053.608516563580000,4443.200402845460000,-1389.591886281880000,,,9001.355455965340000,-0.154375848513012,-670.904254719468000,179.797615432053000,,,,,,,98.103377091269800,94.140000000000000,7993.000000000000000
Albania,914,2007,0.012888165038002,85.196697242523000,74.440574501010200,2687.975887031770000,1268.156736631660000,2885.190677048240000,0.000000000000000,0.000000000000000,2104.224666920500000,3446.834866218200000,5658.363261322540000,-2211.528395104330000,-2171.065504760060000,,10698.225210815300000,-0.206719184867094,-1150.813004280520000,123.637772184600000,89.896513455156200,72.980669859283500,1178.260223176500000,2812.210007188960000,,,90.427893831070800,82.890000000000000,7994.000000000000000
Albania,914,2008,0.968563700552776,99.717201312585000,147.431821936980000,2902.634577968130000,984.143666915136000,3863.554462904560000,0.000000000000000,0.000000000000000,2319.777470792700000,3452.321523345370000,6865.906242185270000,-3413.584718839900000,-3373.986308861480000,,13003.379836761500000,-0.262515189257908,-2018.402310086830000,115.299006116903000,153.640978036165000,102.528943792976000,830.502688878971000,3761.025519111580000,,,83.894604100529100,87.910000000000000,7995.000000000000000
Albania,914,2009,0.394750861437080,97.070553475078800,166.645009630192000,3256.319835956690000,910.571423717414000,4226.838700165050000,0.000000000000000,0.000000000000000,2313.907781052490000,3391.518965261530000,7580.229089596810000,-4188.710124335280000,-4131.952328572430000,,12168.258383427300000,-0.344232509891484,-1851.316059028220000,118.799141136660000,148.564261396271000,104.789143243695000,762.007162321143000,4122.049556921350000,,,94.978119820384300,95.810000000000000,7996.000000000000000
Albania,914,2010,0.609824868456579,96.765411932928300,153.700936190931000,3558.169292575150000,1199.823001404180000,4521.537370398070000,0.000000000000000,0.000000000000000,2469.547227277960000,3823.680989741530000,8176.472074906150000,-4352.791085164620000,-4280.774555857230000,,11892.943662018200000,-0.365997789013824,-1352.774949656280000,112.270499167899000,240.885361767833000,489.191598712477000,958.937639636348000,4032.345771685590000,,,103.936443352700000,104.000000000000000,7997.000000000000000
Albania,914,2011,11.751966005077900,112.257963780825000,183.066375859940000,3922.218242818160000,1639.055679940510000,5160.181457281740000,0.000000000000000,0.000000000000000,2393.924309136430000,4227.798330941960000,9194.657663880730000,-4966.859332938770000,-4889.817782975630000,,12968.346863111100000,-0.382998649355004,-1649.838002484100000,118.286540208802000,317.449024620439000,549.879514256755000,1321.606655320070000,4610.301943024990000,,,100.894954725830000,107.540000000000000,7998.000000000000000
Algeria,612,1970,0.000000000000000,0.000000000000000,5.000000000000000,855.500000000000000,184.864210502026000,939.558254797904000,0.000000000000000,0.000000000000000,147.899999953400000,337.764210455426000,1795.058254797900000,-1457.294044342480000,,,7373.948145846890000,-0.197627378918205,-125.370215308470000,,,,,,,,4.937060003937060,4.937060003937060,2.000000000000000
Algeria,612,1971,0.000000000000000,0.000000000000000,6.002980000000000,705.053000000000000,203.425871441431000,1260.810000000000000,0.000000000000000,0.000000000000000,298.618026239470000,508.046877680901000,1965.863000000000000,-1457.816122319100000,,,7458.244526972540000,-0.195463706914804,42.324751302500800,,,,,,,,4.912638336858970,4.643999999000000,3.000000000000000
Algeria,612,1972,0.000000000000000,0.000000000000000,8.174400000000000,724.595800000000000,383.782631407588000,1549.800000000000000,0.000000000000000,0.000000000000000,285.100824225670000,677.057855633258000,2274.395800000000000,-1597.337944366740000,,,9328.452753234170000,-0.171232892165632,-126.561246316033000,,,,,,,,4.480514953211320,4.555999999000000,4.000000000000000
Algeria,612,1973,0.000000000000000,0.000000000000000,9.366530000000000,775.857400000000000,549.311146623043000,2991.380000000000000,0.000000000000000,0.000000000000000,912.192122425650000,1470.869799048690000,3767.237400000000000,-2296.367600951310000,,,12075.218507566200000,-0.190171929353695,-447.223916812085000,,,,,,,,3.962495412242230,4.184999999000000,5.000000000000000
Algeria,612,1974,0.000000000000000,0.000000000000000,9.366530000000000,1134.244400000000000,1624.838488179600000,3365.980000000000000,0.000000000000000,0.000000000000000,1454.279259424630000,3088.484277604230000,4500.224400000000000,-1411.740122395770000,,,12132.675387468300000,-0.116358517582522,175.786360857381000,,,,,,,,4.180749999000000,3.996999999000000,6.000000000000000
Algeria,612,1975,0.000000000000000,0.000000000000000,43.395800000000000,1253.231400000000000,1124.917899249890000,4632.810000000000000,0.000000000000000,0.000000000000000,1128.326296924550000,2296.639996174440000,5886.041400000000000,-3589.401403825560000,,,15433.507592659700000,-0.232571979005777,-1661.133843513070000,,,,,,,,3.949408332333330,4.124999999000000,7.000000000000000
Algeria,612,1976,0.000000000000000,0.000000000000000,46.608400000000000,1440.263400000000000,1590.550368443690000,6114.380000000000000,0.000000000000000,0.000000000000000,1764.938086423450000,3402.096854867140000,7554.643400000000000,-4152.546545132860000,,,17377.458171238600000,-0.238961676915773,-886.184363565445000,,,,,,,,4.163824999000000,4.358999999000000,8.000000000000000
Algeria,612,1977,0.000000000000000,0.000000000000000,56.592317302082700,1618.716100000000000,2027.000000000000000,10599.000000000000000,0.000000000000000,0.000000000000000,1683.573382800000000,3767.165700102080000,12217.716100000000000,-8450.550399897920000,,,21037.360552253500000,-0.401692521212825,-2325.189757218030000,0.000000000000000,,,,,,,4.146758332333330,4.034999999000000,9.000000000000000
Algeria,612,1978,0.000000000000000,0.000000000000000,56.844466877274700,1753.868300000000000,2731.000000000000000,15733.600000000000000,0.000000000000000,0.000000000000000,1980.500368822090000,4768.344835699370000,17487.468300000000000,-12719.123464300600000,,,26444.746670197400000,-0.480969760191908,-3539.675736538910000,0.000000000000000,,,,,,,3.965899999000000,3.834499999000000,10.000000000000000
Algeria,612,1979,0.000000000000000,0.000000000000000,72.414466877274700,1779.560790000000000,3372.000000000000000,18505.600000000000000,0.000000000000000,0.000000000000000,2658.756710393150000,6103.171177270430000,20285.160790000000000,-14181.989612729600000,,,33274.946571582000000,-0.426206232434390,-1631.862143367150000,0.000000000000000,,,,,,,3.853266665666670,3.755499999000000,11.000000000000000
Algeria,612,1980,0.000000000000000,0.000000000000000,106.436654259501000,2128.229790000000000,4618.000000000000000,19363.300000000000000,0.000000000000000,0.000000000000000,3772.614848622320000,8497.051502881820000,21491.529790000000000,-12994.478287118200000,,,42345.827687459400000,-0.306865611011931,249.123767149834000,0.000000000000000,,,,,,,3.837449999000000,3.971499999000000,12.000000000000000
Algeria,612,1981,0.000000000000000,0.000000000000000,106.411999379580000,2141.437050000000000,4192.000000000000000,18370.300000000000000,0.000000000000000,0.000000000000000,3695.345371764300000,7993.757371143880000,20511.737050000000000,-12517.979678856100000,,,44371.759807824300000,-0.282115916363740,89.902046180593500,0.000000000000000,,,,,,,4.315808332333330,4.377999999000000,13.000000000000000
Algeria,612,1982,0.000000000000000,0.000000000000000,108.626213514615000,2087.867860000000000,2436.000000000000000,17639.500000000000000,0.000000000000000,0.000000000000000,2421.997046834390000,4966.623260349000000,19727.367860000000000,-14760.744599651000000,,,44779.983359958100000,-0.329628184115181,-183.136955342634000,0.000000000000000,,,,,,,4.592191665666670,4.635499999000000,14.000000000000000
Algeria,612,1983,0.000000000000000,0.000000000000000,111.052499059979000,2088.285501200000000,1998.000000000000000,16367.500000000000000,0.000000000000000,0.000000000000000,1880.387774725500000,3989.440273785480000,18455.785501200000000,-14466.345227414500000,,,47528.985113478000000,-0.304368906528834,-85.198797211242700,0.000000000000000,,,,,,,4.788799999000000,4.916499999000000,15.000000000000000
Algeria,612,1984,0.206226823609175,0.000000000000000,115.417991129786000,2089.088170100000000,1497.000000000000000,15890.300000000000000,0.000000000000000,0.000000000000000,1464.155120700000000,3076.779338653390000,17979.388170100000000,-14902.608831446600000,,,51512.786466398700000,-0.289299217800369,74.447538070287700,0.000000000000000,,,,,,,4.983374999583330,5.122700000000000,16.000000000000000
Algeria,612,1985,0.282578282798677,0.000000000000000,140.476898470478000,2089.485958400000000,3056.000000000000000,18260.700000000000000,0.000000000000000,0.000000000000000,2818.953906521460000,6015.713383274740000,20350.185958400000000,-14334.472575125300000,,,61132.078619760600000,-0.234483644246504,1014.757945821230000,0.000000000000000,,,,,,,5.027800000000000,4.772800000000000,17.000000000000000
Algeria,612,1986,0.393081842548838,0.000000000000000,163.603587373436000,2094.802486400000000,1928.000000000000000,22649.700000000000000,0.000000000000000,0.000000000000000,1660.193265400000000,3752.189934615990000,24744.502486400000000,-20992.312551784000000,,,61535.270440770700000,-0.341142769039907,-2229.964662808050000,0.000000000000000,,,,,,,4.702316666666670,4.823500000000000,18.000000000000000
Algeria,612,1987,0.449450103745121,0.000000000000000,202.258542255853000,2098.514024400000000,1918.000000000000000,24448.800000000000000,0.000000000000000,0.000000000000000,1640.459449600000000,3761.167441959600000,26547.314024400000000,-22786.146582440400000,,,63299.597415065000000,-0.359973009512655,141.244636741821000,0.000000000000000,,,,,,,4.849741666666670,4.936300000000000,19.000000000000000
Algeria,612,1988,0.000000000000000,0.000000000000000,192.301128992053000,2111.532284400000000,1656.000000000000000,26101.300000000000000,0.000000000000000,0.000000000000000,900.193491000000000,2748.494619992050000,28212.832284400000000,-25464.337664407900000,,,51664.192500660700000,-0.492881751013186,-2039.640898767490000,0.000000000000000,,,,,,,5.914766666666670,6.730800000000000,20.000000000000000
Algeria,612,1989,0.000000000000000,0.000000000000000,203.438865414168000,2123.623934400000000,2135.000000000000000,27248.500000000000000,0.000000000000000,0.000000000000000,846.995046400000000,3185.433911814170000,29372.123934400000000,-26186.690022585800000,,,52558.285688735100000,-0.498240946778036,-1081.019509828300000,0.000000000000000,,,,,,,7.608558333333330,8.032400000000000,21.000000000000000
Algeria,612,1990,0.000000000000000,0.000000000000000,218.834191526147000,2123.958849000000000,2510.000000000000000,28153.900000000000000,0.000000000000000,0.000000000000000,724.759960400000000,3453.594151926150000,30277.858849000000000,-26824.264697073900000,,,61892.211468777200000,-0.433402912264751,1420.261028690080000,0.000000000000000,,,,,,,8.957508333333330,12.190800000000000,22.000000000000000
Algeria,612,1991,0.114434783734748,0.000000000000000,271.263066672139000,2135.597539000000000,3353.000000000000000,28490.000000000000000,0.000000000000000,0.000000000000000,1485.886737170000000,5110.264238625870000,30625.597539000000000,-25515.333300374100000,,,46669.842472798100000,-0.546719936225324,2366.713356746040000,0.000000000000000,,,,,,,18.472875000000000,21.391900000000000,23.000000000000000
Algeria,612,1992,0.106766153627263,0.000000000000000,249.254015308585000,2165.597539000000000,3154.000000000000000,27351.200000000000000,0.000000000000000,0.000000000000000,1457.045000000000000,4860.405781462210000,29516.797539000000000,-24656.391757537800000,,,49216.660560542200000,-0.500976528612858,1290.000000000000000,0.000000000000000,,,,,,,21.836075000000000,22.781400000000000,24.000000000000000
